symbol,organ_name,icb_name3,icb_name2,icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
VCE,Công ty Cổ phần Xây lắp Môi trường,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
GPC,Công ty Cổ phần Tập đoàn Green+,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
NHH,Công ty Cổ phần Nhựa Hà Nội,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
C12,Công ty Cổ phần Cầu 12,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
CT3,Công ty Cổ phần Đầu tư và Xây dựng công trình 3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Hàng hóa giải trí,Hàng cá nhân & Gia dụng,Đồ chơi,CT,3000,3700,3740,3747
NHV,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,Kim loại,Tài nguyên Cơ bản,Kim Loại màu,CT,1000,1700,1750,1755
MH3,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HKB,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
DAC,Công ty Cổ phần 382 Đông Anh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
CIG,Công ty Cổ phần COMA 18,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HTN,Công ty Cổ phần Hưng Thịnh Incons,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HPT,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT,Phần mềm & Dịch vụ Máy tính,Công nghệ Thông tin,Phần mềm,CT,9000,9500,9530,9537
DAE,Công ty Cổ phần Sách Giáo dục tại Thành phố Đà Nẵng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
DMC,Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
NNC,Công ty Cổ phần Đá Núi Nhỏ,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
HLD,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
RYG,Công ty Cổ phần Sản xuất và Đầu tư Hoàng Gia,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
BMF,Công ty Cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
EPC,Công ty Cổ phần Cà Phê Ea Pốk,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
BVL,Công ty Cổ phần BV Land,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",CT,8000,8600,8630,8637
SGI,Công ty Cổ phần Đầu tư phát triển Sài Gòn 3 Group,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
DHC,Công ty Cổ phần Đông Hải Bến Tre,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Sản xuất giấy,CT,1000,1700,1730,1737
CTP,Công ty Cổ phần Hoà Bình Takara,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
VTG,Công ty Cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
GIC,Công ty Cổ phần VSC Green Logistics,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
BCA,Công ty cổ phần B.C.H,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
NQB,Công ty Cổ phần Cấp nước Quảng Bình,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
BTG,Công ty Cổ phần Bao bì Tiền Giang,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
CNA,Công ty Cổ phần Tổng công ty Chè Nghệ An,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
HHN,Công ty Cổ phần Vận tải và Dịch vụ Hàng hóa Hà Nội,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
PSH,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
CMX,Công ty Cổ phần CAMIMEX Group,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
EMG,Công ty Cổ phần Thiết bị Phụ tùng Cơ điện,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT,2000,2700,2730,2737
DDN,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
ODE,Công ty cổ phần Tập đoàn Truyền thông và Giải trí ODE,Truyền thông,Truyền thông,Giải trí & Truyền thông,CT,5000,5500,5550,5553
HMR,Công ty Cổ phần Đá Hoàng Mai,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TD6,Công ty Cổ Phần Than Đèo Nai - Cọc Sáu - TKV,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
PCH,Công ty Cổ phần Nhựa Picomat,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
PNT,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NST,Công ty Cổ phần Ngân Sơn,Thuốc lá,Hàng cá nhân & Gia dụng,Thuốc lá,CT,3000,3700,3780,3785
HEV,Công ty Cổ phần Sách Đại học - Dạy nghề,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
HTI,Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HTL,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,CT,3000,3300,3350,3353
BBC,Công ty Cổ phần Bibica,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HD8,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD8,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VLB,Công ty Cổ phần Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
CTF,Công ty Cổ phần City Auto,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,CT,3000,3300,3350,3353
NTT,Công ty Cổ phần Dệt - May Nha Trang,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
DWS,Công ty Cổ phần Cấp nước và Môi trường Đô thị Đồng Tháp,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
NTL,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
CDP,Công ty Cổ phần Dược phẩm Trung ương Codupha,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
DDH,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
NUE,Công ty Cổ phần Môi trường Đô thị Nha Trang,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
HGT,Công ty Cổ phần Du lịch Hương Giang,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
HCI,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
CTG,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NWT,Công ty Cổ phần Vận tải Newway,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
OCB,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
OCH,Công ty Cổ phần One Capital Hospitality,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
SBG,Công ty Cổ Phần Tập Đoàn Cơ Khí Công Nghệ Cao Siba,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp phức hợp,CT,2000,2700,2720,2727
DPP,Công ty Cổ phần Dược Đồng Nai,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
EVS,Công ty Cổ phần Chứng khoán EVS,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
BBM,Công ty Cổ phần Bia Hà Nội - Nam Định,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
FIC,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
CHP,Công ty Cổ phần Thủy điện Miền Trung,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
ONW,Công ty Cổ phần Dịch vụ Một Thế giới,Du lịch & Giải trí,Du lịch và Giải trí,Dịch vụ giải trí,CT,5000,5700,5750,5755
HPG,Công ty Cổ phần Tập đoàn Hòa Phát,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
OPC,Công ty Cổ phần Dược Phẩm OPC,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
FID,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
ORS,Công ty Cổ phần Chứng khoán Tiên Phong,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
CI5,Công ty Cổ phần Đầu tư Xây dựng số 5,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
DNL,Công ty Cổ phần Logistics Cảng Đà Nẵng,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
DRG,Công ty Cổ phần Cao su Đắk Lắk,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
DRI,Công ty Cổ phần Đầu tư Cao su Đắk Lắk,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
BBT,Công ty Cổ phần Bông Bạch Tuyết,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT,3000,3700,3760,3767
ACB,Ngân hàng Thương mại Cổ phần Á Châu,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
IME,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
CTS,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
HJS,Công ty Cổ phần Thủy điện Nậm Mu,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
PAI,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí",Viễn thông cố định,Viễn thông,Viễn thông cố định,CT,6000,6500,6530,6535
CJC,Công ty Cổ phần Cơ điện Miền Trung,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT,2000,2700,2730,2737
HAD,Công ty Cổ phần Bia Hà Nội - Hải Dương,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
DC2,Công ty Cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HOT,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
ISG,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
HNI,Công ty Cổ phần May Hữu Nghị,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
BMI,Tổng Công ty Cổ phần Bảo Minh,Bảo hiểm phi nhân thọ,Bảo hiểm,Bảo hiểm phi nhân thọ,BH,8000,8500,8530,8536
ALV,Công ty Cổ phần Tập đoàn MCST,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PAP,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
DHN,Công ty Cổ phần Dược phẩm Hà Nội,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành,Hàng gia dụng,Hàng cá nhân & Gia dụng,Thiết bị gia dụng,CT,3000,3700,3720,3726
IFS,Công ty Cổ phần Thực phẩm Quốc tế,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
CPC,Công ty Cổ phần Thuốc sát trùng Cần Thơ,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
DLR,Công ty Cổ phần Địa ốc Đà Lạt,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
DDG,Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
TUG,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
DHT,Công ty Cổ phần Dược phẩm Hà Tây,Phân phối thực phẩm & dược phẩm,Bán lẻ,Phân phối dược phẩm,CT,5000,5300,5330,5333
DBT,Công ty Cổ phần Dược phẩm Bến Tre,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
HQC,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HTG,Tổng Công ty Cổ phần Dệt may Hòa Thọ,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
PAS,Công ty Cổ phần Quốc tế Phương Anh,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
HSL,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
C47,Công ty Cổ phần Xây dựng 47,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
CLX,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
CDR,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PBP,Công ty Cổ phần Bao bì Dầu khí Việt Nam,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
IBD,Công ty Cổ phần In Tổng hợp Bình Dương,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
HTV,Công ty Cổ phần Logistics Vicem,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
DXL,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,Du lịch & Giải trí,Du lịch và Giải trí,Khách sạn,CT,5000,5700,5750,5753
